epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
20,865.152,0.63505,1.25077,0.97524,0.72177,0.65837,0.74732,0.58668,0.802,1.74667,1.21836,0.000981008,0.000981008,0.000981008
21,903.884,0.59612,1.19022,0.9667,0.90011,0.73067,0.86497,0.67162,0.94481,1.5033,1.32298,0.00095743,0.00095743,0.00095743
22,942.198,0.62732,1.14463,1.00053,0.87573,0.80707,0.90542,0.69596,1.04559,1.54262,1.4066,0.000933851,0.000933851,0.000933851
23,981.074,0.63204,1.11788,0.98381,0.85027,0.85516,0.89939,0.71129,0.82235,1.55783,1.14164,0.000910273,0.000910273,0.000910273
24,1020.6,0.5663,1.12948,0.95447,0.6982,0.83047,0.85151,0.68208,0.84397,1.62649,1.17557,0.000886694,0.000886694,0.000886694
25,1059.77,0.59369,1.07965,0.97638,0.8132,0.71996,0.83862,0.71954,0.75979,1.49443,1.11547,0.000863116,0.000863116,0.000863116
26,1099.42,0.5758,1.14203,0.99171,0.72663,0.82344,0.87432,0.73024,0.71665,1.28266,1.08235,0.000839537,0.000839537,0.000839537
27,1141.84,0.58511,1.07462,0.96276,0.84068,0.70867,0.87387,0.77122,0.65825,1.20785,1.08404,0.000815959,0.000815959,0.000815959
28,1181.69,0.60699,1.09731,0.96802,0.89911,0.71242,0.85569,0.75657,0.61973,1.09992,1.07196,0.00079238,0.00079238,0.00079238
29,1217.13,0.57965,1.02316,0.95945,0.86888,0.79248,0.82619,0.72641,0.60513,1.06509,1.08475,0.000768802,0.000768802,0.000768802
30,1252.47,0.57373,0.99493,0.96932,0.90186,0.73202,0.82769,0.73416,0.61117,1.11071,1.07411,0.000745223,0.000745223,0.000745223
31,1287.77,0.53631,0.97168,0.92492,0.8359,0.72131,0.8217,0.72139,0.58201,1.1144,1.06337,0.000721645,0.000721645,0.000721645
32,1323.22,0.55124,0.9493,0.9392,0.75986,0.93077,0.90153,0.75857,0.56955,1.2135,1.05921,0.000698066,0.000698066,0.000698066
33,1363.59,0.4773,0.91623,0.92851,0.77606,0.82574,0.88108,0.78704,0.52581,1.16176,1.02597,0.000674488,0.000674488,0.000674488
34,1403.26,0.54021,0.92826,0.94726,0.82939,0.8593,0.90995,0.80671,0.60651,1.01762,1.06066,0.000650909,0.000650909,0.000650909
35,1458.67,0.48476,0.86157,0.91638,0.86121,0.86001,0.89321,0.7722,0.75331,1.1378,1.17107,0.000627331,0.000627331,0.000627331
36,1511.68,0.55363,0.88823,0.94478,0.90348,0.85778,0.89301,0.78403,0.6837,1.08317,1.12649,0.000603752,0.000603752,0.000603752
37,1552.1,0.5063,0.95083,0.9109,0.86235,0.78542,0.86561,0.7923,0.5724,0.98336,1.05685,0.000580174,0.000580174,0.000580174
38,1590.24,0.53449,0.88474,0.93729,0.86658,0.77562,0.85787,0.76627,0.65506,1.08789,1.11654,0.000556595,0.000556595,0.000556595
39,1628.35,0.53613,0.86737,0.95855,0.8462,0.76937,0.83137,0.72157,0.69437,1.13218,1.14771,0.000533017,0.000533017,0.000533017
40,1664.06,0.46383,0.79591,0.92844,0.8351,0.71379,0.87237,0.74974,0.63309,1.08622,1.09545,0.000509438,0.000509438,0.000509438
41,1700.31,0.47363,0.84841,0.93375,0.81371,0.71609,0.85174,0.74262,0.61753,1.10132,1.10029,0.00048586,0.00048586,0.00048586
42,1735.9,0.51708,0.89581,0.94931,0.78805,0.80754,0.87359,0.76305,0.62792,1.07984,1.13816,0.000462281,0.000462281,0.000462281
43,1771.39,0.44478,0.83394,0.92467,0.89923,0.80754,0.88015,0.77967,0.64018,0.98348,1.16047,0.000438703,0.000438703,0.000438703
44,1811.27,0.47748,0.82688,0.92791,0.89343,0.80754,0.8808,0.77698,0.62663,0.9696,1.14619,0.000415124,0.000415124,0.000415124
45,1847.73,0.46005,0.84779,0.91196,0.88813,0.83185,0.87874,0.77172,0.59993,0.95575,1.11575,0.000391546,0.000391546,0.000391546
46,1887.17,0.44563,0.76328,0.91993,0.83892,0.83226,0.86754,0.7891,0.57001,0.95124,1.09424,0.000367967,0.000367967,0.000367967
47,1931.59,0.47916,0.79214,0.90836,0.90264,0.75944,0.85099,0.75436,0.59348,0.9136,1.10523,0.000344389,0.000344389,0.000344389
48,1970.89,0.46589,0.81617,0.91988,0.75211,0.80793,0.83571,0.72629,0.6449,0.96261,1.13924,0.00032081,0.00032081,0.00032081
49,2015.82,0.42525,0.72342,0.91737,0.74865,0.80792,0.83297,0.72166,0.64831,0.98537,1.14024,0.000297232,0.000297232,0.000297232
50,2060.15,0.44861,0.74719,0.89686,0.76063,0.80513,0.83462,0.71911,0.63985,1.03914,1.12,0.000273654,0.000273654,0.000273654
51,2100.57,0.41839,1.00823,0.87654,0.76307,0.80394,0.81918,0.70661,0.65438,1.10904,1.1224,0.000250075,0.000250075,0.000250075
52,2140.68,0.4285,0.96338,0.87954,0.76173,0.78806,0.82344,0.70903,0.65145,1.1861,1.11681,0.000226497,0.000226497,0.000226497
53,2183.53,0.40343,0.94577,0.88214,0.75889,0.76597,0.826,0.71416,0.64074,1.15055,1.10948,0.000202918,0.000202918,0.000202918
54,2224.46,0.41476,0.92609,0.87189,0.84494,0.71545,0.82705,0.72709,0.62071,1.10727,1.0968,0.00017934,0.00017934,0.00017934
